absoluteTime,trialTime,deltaTime,trialIndex,eventType,keyboardValue,xKeyHitLocal,yKeyHitLocal,candidate1,candidate2,candidate3,conditionType,currentText,targetText
791644.7620797,2.717201,0.0111692,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.7734755,2.728332,0.0111316,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.7842167,2.739349,0.0110169,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.7954689,2.750508,0.011159,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8066277,2.761661,0.0111523,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8175666,2.772694,0.011033,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8287298,2.783777,0.0110832,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8399019,2.794928,0.0111515,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8510433,2.806083,0.0111547,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8619547,2.817091,0.0110077,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8737733,2.828645,0.0115537,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8841471,2.839293,0.0106482,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.8955008,2.850555,0.0112625,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.9065836,2.861603,0.0110479,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.9178622,2.872976,0.0113727,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.9288026,2.883865,0.0108889,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.9398697,2.895005,0.0111404,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.9511973,2.906212,0.0112071,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
791644.9624883,2.917334,0.0111218,0,None,,-Infinity,-Infinity,,,,Unknown,,hey everyone
